"id","probabilidade"
21667065,0.0016427961109141277
21279359,0.0016912294273666159
22738737,0.0016912294273666159
99560937,0.0016912294273666159
11061482,0.0017440333583248883
14517201,0.0017440333583248883
15494380,0.0017440333583248883
17676713,0.0017440333583248883
21049780,0.0017440333583248883
21530272,0.0017440333583248883
767877,0.0018018679035892223
3975661,0.0018018679035892223
7631302,0.0018018679035892223
10098412,0.0018018679035892223
10414652,0.0018018679035892223
14264225,0.0018018679035892223
14326502,0.0018018679035892223
14592677,0.0018018679035892223
14634507,0.0018018679035892223
17337093,0.0018018679035892223
17375013,0.0018018679035892223
17924382,0.0018018679035892223
18517481,0.0018018679035892223
21151875,0.0018018679035892223
21766334,0.0018018679035892223
21826222,0.0018018679035892223
24546862,0.0018018679035892223
5229661,0.0018655051726169808
10105052,0.0018655051726169808
11172792,0.0018655051726169808
12605842,0.0018655051726169808
14039362,0.0018655051726169808
14464519,0.0018655051726169808
15173428,0.0018655051726169808
17387397,0.0018655051726169808
17929346,0.0018655051726169808
19208200,0.0018655051726169808
19889168,0.0018655051726169808
19934069,0.0018655051726169808
20857807,0.0018655051726169808
23560517,0.0018655051726169808
23665029,0.0018655051726169808
25396733,0.0018655051726169808
238767332,0.0018655051726169808
370906289,0.0018655051726169808
6756822,0.0019358455432931132
7824352,0.0019358455432931132
11141402,0.0019358455432931132
11806482,0.0019358455432931132
14208914,0.0019358455432931132
14641814,0.0019358455432931132
14720915,0.0019358455432931132
15106368,0.0019358455432931132
15301410,0.0019358455432931132
15556190,0.0019358455432931132
15660736,0.0019358455432931132
16020262,0.0019358455432931132
16676932,0.0019358455432931132
16695882,0.0019358455432931132
17638326,0.0019358455432931132
17777970,0.0019358455432931132
17965882,0.0019358455432931132
18315260,0.0019358455432931132
19496996,0.0019358455432931132
20211262,0.0019358455432931132
20976973,0.0019358455432931132
22960225,0.0019358455432931132
24043827,0.0019358455432931132
28181094,0.0019358455432931132
34275686,0.0019358455432931132
257068404,0.0019358455432931132
1515154248,0.0019358455432931132
7805282,0.0020139366550120737
7897962,0.0020139366550120737
10400672,0.0020139366550120737
11848032,0.0020139366550120737
14252903,0.0020139366550120737
14389678,0.0020139366550120737
14563393,0.0020139366550120737
14740495,0.0020139366550120737
14987956,0.0020139366550120737
15012693,0.0020139366550120737
15107746,0.0020139366550120737
15589503,0.0020139366550120737
15635166,0.0020139366550120737
17141364,0.0020139366550120737
17240197,0.0020139366550120737
17485551,0.0020139366550120737
17781995,0.0020139366550120737
17940409,0.0020139366550120737
17979490,0.0020139366550120737
18445491,0.0020139366550120737
18583488,0.0020139366550120737
19415368,0.0020139366550120737
19734702,0.0020139366550120737
20103651,0.0020139366550120737
21990304,0.0020139366550120737
22274050,0.0020139366550120737
22554860,0.0020139366550120737
22993292,0.0020139366550120737
24027065,0.0020139366550120737
25241224,0.0020139366550120737
27515656,0.0020139366550120737
28129039,0.0020139366550120737
150913833,0.0020139366550120737
1431636692,0.0020139366550120737
2937312502,0.0020139366550120737
762829,0.0021009963244625067
823057,0.0021009963244625067
1721971,0.0021009963244625067
3728041,0.0021009963244625067
4797891,0.0021009963244625067
8627692,0.0021009963244625067
9075022,0.0021009963244625067
9656262,0.0021009963244625067
11318942,0.0021009963244625067
12985142,0.0021009963244625067
13683072,0.0021009963244625067
14287472,0.0021009963244625067
14591207,0.0021009963244625067
14731079,0.0021009963244625067
14934694,0.0021009963244625067
15212586,0.0021009963244625067
15337759,0.0021009963244625067
